intervention,phase,ct_id,pmid
intervention48,phase 3,nct01168973,28950290
intervention48,phase 3,nct01168973,29373274
intervention48,phase 3,nct01168973,22853980
intervention48,phase 3,nct03006432,29409778
intervention48,phase 3,nct02896855,32564260
intervention48,phase 3,nct01207011,28426104
intervention48,phase 3,nct00312377,25881079
intervention48,phase 3,nct00312377,25057173
intervention48,phase 3,nct00312377,20570559
intervention48,phase 3,nct01572038,30796821
intervention48,phase 3,nct00637910,26209642
intervention48,phase 3,nct00637910,23883922
intervention48,phase 3,nct00637910,26416458
intervention48,phase 3,nct00637910,21550561
intervention48,phase 3,nct00499109,23690416
intervention48,phase 3,nct02019277,30922805
intervention48,phase 3,nct00091442,22995653
intervention48,phase 3,nct00324805,29129443
intervention48,phase 3,nct00429871,34037241
intervention48,phase 3,nct01940497,30396014
intervention48,phase 3,nct00532727,33098992
intervention48,phase 3,nct00688740,23246022
intervention48,phase 3,nct02613507,30659987
intervention48,phase 3,nct02613507,31026576
intervention48,phase 3,nct00129935,34037241
intervention48,phase 3,nct00129935,26416999
intervention48,phase 3,nct00932893,30652510
intervention48,phase 3,nct00932893,30822515
intervention48,phase 3,nct00932893,28373069
intervention48,phase 3,nct00932893,23724913
intervention48,phase 3,nct00932893,25624436
intervention48,phase 3,nct00932893,27130468
intervention48,phase 3,nct00932893,25436806
intervention48,phase 3,nct00932893,21904575
intervention48,phase 3,nct00565851,31722153
intervention48,phase 3,nct00565851,28438473
intervention48,phase 3,nct00565851,32079709
intervention48,phase 3,nct03221426,30777447
intervention48,phase 3,nct02799602,30197098
intervention48,phase 3,nct03264547,32381018
intervention48,phase 3,nct02131064,29175149
intervention48,phase 3,nct02131064,31157583
intervention48,phase 3,nct00076388,19027483
intervention48,phase 3,nct00076388,20038723
intervention48,phase 3,nct01642004,32198149
intervention48,phase 3,nct01642004,30215677
intervention48,phase 3,nct01642004,29408986
intervention48,phase 3,nct01642004,29023213
intervention48,phase 3,nct01642004,26028407
intervention48,phase 3,nct02586025,31647503
intervention48,phase 3,nct01933932,28492898
intervention48,phase 3,nct01933932,26837474
intervention48,phase 3,nct02426125,33160359
intervention48,phase 3,nct02426125,31753727
intervention48,phase 3,nct02426125,28916371
intervention48,phase 3,nct01012297,25713428
intervention48,phase 3,nct01999673,29767677
intervention48,phase 3,nct01351415,30177994
intervention48,phase 3,nct01351415,21705281
intervention48,phase 3,nct01351415,26828788
intervention48,phase 3,nct00391092,23569311
intervention48,phase 3,nct00132301,31924316
intervention48,phase 3,nct02324088,25943350
intervention48,phase 3,nct00442026,27264267
intervention48,phase 3,nct02509286,27435280
intervention48,phase 3,nct02395172,33636453
intervention48,phase 3,nct02395172,30262187
intervention48,phase 3,nct02472964,34125340
intervention48,phase 3,nct02472964,27918780
intervention48,phase 3,nct03493854,33357420
intervention48,phase 3,nct03493854,34106303
intervention48,phase 3,nct00617656,30472259
intervention48,phase 3,nct00617656,25164908
intervention48,phase 3,nct00617656,25806231
intervention48,phase 3,nct02302807,33902955
intervention48,phase 3,nct02302807,31542806
intervention48,phase 3,nct02302807,29562804
intervention48,phase 3,nct02302807,29268948
intervention48,phase 3,nct02302807,33241650
intervention48,phase 3,nct02302807,27939400
intervention48,phase 3,nct02302807,26454620
intervention48,phase 3,nct01038661,33708965
intervention48,phase 3,nct00588770,31618129
intervention48,phase 3,nct00436839,25625938
intervention48,phase 3,nct02633176,32637360
intervention48,phase 3,nct04375605,32933498
intervention48,phase 1/phase 2,nct00439270,21976132
intervention48,phase 1/phase 2,nct00705315,24091128
intervention48,phase 1/phase 2,nct00934856,27052654
intervention48,phase 1/phase 2,nct00459186,25450031
intervention48,phase 1/phase 2,nct02331251,29119276
intervention48,phase 1/phase 2,nct03598595,31401903
intervention48,phase 1/phase 2,nct00684099,21069335
intervention48,phase 1/phase 2,nct01106352,31082669
intervention48,phase 1/phase 2,nct01106352,26854432
intervention48,phase 2,nct01220128,28176175
intervention48,phase 2,nct01107444,25436803
intervention48,phase 2,nct00679341,24887458
intervention48,phase 2,nct00679341,23382472
intervention48,phase 2,nct01574716,31034598
intervention48,phase 2,nct00209092,34037241
intervention48,phase 2,nct02132949,29253081
intervention48,phase 2,nct00248703,25023626
intervention48,phase 2,nct00248703,23259667
intervention48,phase 2,nct00248703,25366688
intervention48,phase 2,nct00623558,26304911
intervention48,phase 2,nct00600249,26649807
intervention48,phase 2,nct00301808,21415776
intervention48,phase 2,nct00545688,28057664
intervention48,phase 2,nct00545688,28183321
intervention48,phase 2,nct00545688,27179402
intervention48,phase 2,nct00545688,22153890
intervention48,phase 2,nct00620971,25662596
intervention48,phase 2,nct00936936,26199392
intervention48,phase 2,nct02547987,34173924
intervention48,phase 2,nct02124902,34173924
intervention48,phase 2,nct00090610,21945310
intervention48,phase 2,nct01792050,33151286
intervention48,phase 2,nct04343885,33682320
intervention48,phase 2,nct00979641,31340773
intervention48,phase 2,nct00979641,27919965
intervention48,phase 2,nct00695994,29751792
intervention48,phase 2,nct00446030,24860718
intervention48,phase 2,nct01724866,29573207
intervention48,phase 2,nct00179309,26291768
intervention48,phase 2,nct00179309,22932804
intervention48,phase 2,nct00532441,22210086
intervention48,phase 2,nct02776137,32126267
intervention48,phase 2,nct00321646,20818327
intervention48,phase 2,nct01282463,26926681
intervention48,phase 2,nct00414271,27648294
intervention48,phase 2,nct00737373,23063354
intervention48,phase 2,nct01903993,32115349
intervention48,phase 2,nct01903993,31511069
intervention48,phase 2,nct01903993,26970723
intervention48,phase 2,nct01903993,33241650
intervention48,phase 2,nct01903993,28761384
intervention48,phase 2,nct00242203,33591469
intervention48,phase 2,nct00242203,20362507
intervention48,phase 2,nct03161353,34019819
intervention48,phase 2,nct00517829,23747051
intervention48,phase 2,nct02931890,30200910
intervention48,phase 2,nct03879577,32628583
intervention48,phase 2,nct01142778,25456368
intervention48,phase 2,nct01142778,33205032
intervention48,phase 2,nct00203502,28045923
intervention48,phase 2,nct00203502,24577164
intervention48,phase 2,nct00203502,23563210
intervention48,phase 2,nct02307227,26116238
intervention48,phase 2,nct02307227,25512030
intervention48,phase 2,nct00226239,25057165
intervention48,phase 2,nct01754623,26235848
intervention48,phase 2,nct02574598,32271354
intervention48,phase 2,nct00508664,30412221
intervention48,phase 2,nct02268695,33684370
intervention48,phase 2,nct02387216,30975923
intervention48,phase 2,nct00849615,28448662
intervention48,phase 2,nct01932697,31163012
intervention48,phase 2,nct03158129,33603241
intervention48,phase 2,nct00773695,30497530
intervention48,phase 2,nct00773695,28042070
intervention48,phase 2,nct03837977,32029495
intervention48,phase 2,nct00976989,29223479
intervention48,phase 2,nct00976989,28057664
intervention48,phase 2,nct00976989,25005255
intervention48,phase 2,nct00976989,23704196
intervention48,phase 2,nct01703091,27565938
intervention48,phase 2,nct04428151,33300372
intervention48,phase 2,nct01437449,29540603
intervention48,phase 2,nct00076310,29371473
intervention48,phase 1,nct02300298,30073583
intervention48,phase 1,nct00600496,28264648
intervention48,phase 1,nct00600496,28424891
intervention48,phase 1,nct00600496,22972589
intervention48,phase 1,nct01362374,32205017
intervention48,phase 1,nct00916123,32600929
intervention48,phase 1,nct01192165,27876675
intervention48,phase 1,nct00050167,34037241
intervention48,phase 1,nct00254384,29217088
intervention48,phase 1,nct00487786,27022067
intervention48,phase 1,nct02346370,33982408
intervention48,phase 1,nct01284335,25260842
intervention48,phase 1,nct01907685,24714750
intervention48,phase 1,nct02027376,29948356
intervention48,phase 1,nct00440128,20556613
intervention48,phase 1,nct03057366,33089874
intervention48,phase 1,nct01876251,27906684
intervention48,phase 1,nct01837667,30679389
intervention48,phase 1,nct02383212,27879972
intervention48,phase 1,nct02383212,33831732
intervention48,phase 1,nct02383212,32554615
intervention48,phase 1,nct02383212,29863979
intervention48,phase 1,nct02383212,33728546
intervention48,phase 1,nct02383212,33768419
intervention48,phase 1,nct00888108,33849298
intervention48,phase 1,nct01862081,31368034
intervention48,phase 1,nct01862328,29781056
intervention48,phase 1,nct01862328,31355467
intervention48,phase 2/phase 3,nct01603420,24423462
intervention48,phase 2/phase 3,nct02965378,31195180
intervention48,phase 2/phase 3,nct00268476,28578639
intervention48,phase 2/phase 3,nct00268476,33599706
intervention48,phase 2/phase 3,nct00268476,29529169
intervention48,phase 2/phase 3,nct00268476,30355464
intervention48,phase 2/phase 3,nct00268476,26606329
intervention48,phase 2/phase 3,nct00268476,26719232
intervention48,phase 2/phase 3,nct00268476,22978443
intervention48,phase 2/phase 3,nct00268476,22452894
intervention48,phase 2/phase 3,nct00268476,33270906
intervention48,phase 2/phase 3,nct00268476,19519885
intervention48,phase 2/phase 3,nct00268476,27450106
intervention48,phase 2/phase 3,nct00268476,28800492
intervention48,phase 2/phase 3,nct00268476,24985962
intervention48,phase 2/phase 3,nct00268476,22747660
intervention48,phase 2/phase 3,nct01779206,33736679
intervention48,phase 2/phase 3,nct01779206,33281950
intervention48,phase 2/phase 3,nct01779206,23958221
intervention48,phase 2/phase 3,nct01905657,30657853
intervention48,phase 2/phase 3,nct01905657,32305010
intervention48,phase 2/phase 3,nct01905657,31395089
intervention48,phase 2/phase 3,nct01905657,30711649
intervention48,phase 2/phase 3,nct01905657,26712084
intervention48,phase 2/phase 3,nct01905657,33439727
intervention48,phase 2/phase 3,nct01905657,32078391
intervention48,phase 2/phase 3,nct01905657,31446994
intervention48,phase 2/phase 3,nct01216644,31639132
intervention48,phase 2/phase 3,nct01216644,30982686
intervention48,phase 2/phase 3,nct01216644,27776843
intervention48,phase 2/phase 3,nct01216644,23592699
intervention49,phase 3,nct02195479,34078314
intervention49,phase 3,nct02195479,31836199
intervention49,phase 3,nct02195479,29231133
intervention49,phase 3,nct02195479,27195659
intervention49,phase 3,nct00200681,21098740
intervention49,phase 3,nct00200681,21791469
intervention49,phase 3,nct00200681,23897961
intervention49,phase 3,nct01134484,33006656
intervention49,phase 3,nct01134484,33242443
intervention49,phase 3,nct01134484,27829371
intervention49,phase 3,nct01134484,22498745
intervention49,phase 3,nct01134484,21146205
intervention49,phase 3,nct01134484,33151787
intervention49,phase 3,nct01134484,23897961
intervention49,phase 3,nct00572169,23603914
intervention49,phase 3,nct00572169,22674807
intervention49,phase 3,nct00572169,23305732
intervention49,phase 3,nct00572169,22689675
intervention49,phase 3,nct03234972,34108127
intervention49,phase 2,nct01376401,25911554
intervention49,phase 2,nct00116961,25824111
intervention49,phase 2,nct00869232,29567784
intervention49,phase 2,nct00320476,20012045
intervention49,phase 2,nct00081939,27581518
intervention49,phase 2,nct00081939,23305732
intervention49,phase 2,nct00081939,23603914
intervention49,phase 2,nct00081939,22689675
intervention49,phase 2,nct00081939,22733020
intervention49,phase 2,nct00081939,22674807
intervention49,phase 2,nct01237249,28420429
intervention49,phase 2,nct01237249,27118453
intervention49,phase 2,nct01237249,26755711
intervention49,phase 1,nct01998971,28637662
intervention49,phase 1,nct01998971,31113777
intervention49,phase 1,nct01998971,33112184
intervention49,phase 1,nct01998971,32078124
intervention49,phase 1,nct00382954,24075534
intervention50,phase 3,nct02195479,34078314
intervention50,phase 3,nct02195479,31836199
intervention50,phase 3,nct02195479,29231133
intervention50,phase 3,nct02195479,27195659
intervention50,phase 3,nct00887198,28939004
intervention50,phase 3,nct00887198,27402060
intervention50,phase 3,nct00887198,26609008
intervention50,phase 3,nct00887198,25985882
intervention50,phase 3,nct00887198,25601341
intervention50,phase 3,nct00887198,24647231
intervention50,phase 3,nct00887198,23228172
intervention50,phase 3,nct00887198,25829400
intervention50,phase 3,nct00887198,25624432
intervention50,phase 3,nct00887198,25593303
intervention50,phase 3,nct00887198,24787968
intervention50,phase 3,nct00887198,24075621
intervention50,phase 3,nct01308567,28753384
intervention50,phase 3,nct01308567,29500065
intervention50,phase 3,nct01308567,33740734
intervention50,phase 3,nct01308567,33904646
intervention50,phase 3,nct01308567,24722180
intervention50,phase 3,nct01818752,30819926
intervention50,phase 3,nct01818752,26771810
intervention50,phase 3,nct00135499,27282998
intervention50,phase 3,nct00135499,26373676
intervention50,phase 3,nct01188187,28283282
intervention50,phase 3,nct01188187,24722180
intervention50,phase 3,nct00988208,25743937
intervention50,phase 3,nct00988208,31585778
intervention50,phase 3,nct00988208,30341029
intervention50,phase 3,nct00264953,24121121
intervention50,phase 3,nct00264953,28327958
intervention50,phase 3,nct00264953,23509310
intervention50,phase 3,nct00264953,20713848
intervention50,phase 3,nct01148446,29975624
intervention50,phase 3,nct01148446,21895543
intervention50,phase 3,nct00602641,26157076
intervention50,phase 3,nct00003389,23386127
intervention50,phase 3,nct00003389,25897153
intervention50,phase 3,nct00003389,23356491
intervention50,phase 3,nct00003389,23182987
intervention50,phase 3,nct02961257,33463373
intervention50,phase 3,nct01193257,29272162
intervention50,phase 3,nct01193257,25624429
intervention50,phase 3,nct01193257,26031410
intervention50,phase 3,nct03834506,34098744
intervention50,phase 3,nct00209209,31804876
intervention50,phase 3,nct00209209,22873532
intervention50,phase 3,nct00209209,20032498
intervention50,phase 3,nct00209209,24687837
intervention50,phase 3,nct00744497,24211163
intervention50,phase 3,nct00744497,24722180
intervention50,phase 3,nct02661503,29133014
intervention50,phase 3,nct00671034,30626253
intervention50,phase 3,nct02162771,28712940
intervention50,phase 3,nct02883049,32496902
intervention50,phase 3,nct02883049,30545921
intervention50,phase 3,nct00507416,26056177
intervention50,phase 3,nct00551928,31221778
intervention50,phase 3,nct00551928,29675792
intervention50,phase 3,nct00551928,25184862
intervention50,phase 3,nct00551928,33337539
intervention50,phase 3,nct00551928,23194056
intervention50,phase 3,nct00551928,21835953
intervention50,phase 3,nct00557193,32414848
intervention50,phase 3,nct01193244,29272162
intervention50,phase 3,nct01193244,25701170
intervention50,phase 3,nct01193244,26031410
intervention50,phase 3,nct00025259,33512412
intervention50,phase 3,nct00025259,29296710
intervention50,phase 3,nct00025259,25311218
intervention50,phase 3,nct00499018,28668386
intervention50,phase 3,nct00499018,32817282
intervention50,phase 3,nct01659099,33211799
intervention50,phase 3,nct01659099,33097974
intervention50,phase 3,nct00265031,30290903
intervention50,phase 3,nct00265031,28327958
intervention50,phase 3,nct00408005,32813610
intervention50,phase 3,nct00408005,32552472
intervention50,phase 3,nct00408005,30138085
intervention50,phase 3,nct01251107,21774708
intervention50,phase 3,nct01715285,28578607
intervention50,phase 3,nct01715285,30521063
intervention50,phase 3,nct01715285,31754962
intervention50,phase 3,nct01715285,30987939
intervention50,phase 3,nct01715285,29326030
intervention50,phase 3,nct01715285,28800492
intervention50,phase 3,nct00075725,33496745
intervention50,phase 3,nct00075725,26590194
intervention50,phase 3,nct00075725,26265699
intervention50,phase 3,nct00075725,29284596
intervention50,phase 3,nct00075725,24970932
intervention50,phase 3,nct00075725,26124497
intervention50,phase 3,nct00132301,31924316
intervention50,phase 3,nct01287741,33054054
intervention50,phase 3,nct01287741,33651099
intervention50,phase 3,nct01287741,32505213
intervention50,phase 3,nct01287741,30770362
intervention50,phase 3,nct01287741,30341058
intervention50,phase 3,nct01287741,31053601
intervention50,phase 3,nct01287741,30617197
intervention50,phase 3,nct01287741,32298429
intervention50,phase 3,nct00405756,23242595
intervention50,phase 3,nct00405756,22571200
intervention50,phase 3,nct00676650,24323035
intervention50,phase 3,nct01332968,28976863
intervention50,phase 3,nct01332968,32314038
intervention50,phase 3,nct01332968,31053601
intervention50,phase 3,nct01332968,29856692
intervention50,phase 3,nct01332968,30341058
intervention50,phase 3,nct01332968,30309758
intervention50,phase 3,nct01332968,32815559
intervention50,phase 3,nct01332968,32298429
intervention50,phase 3,nct01332968,31961926
intervention50,phase 3,nct00209222,27313086
intervention50,phase 3,nct00209222,26022239
intervention50,phase 3,nct00209222,20032498
intervention50,phase 3,nct00209222,24687837
intervention50,phase 3,nct00436839,25625938
intervention50,phase 3,nct04043494,33152759
intervention50,phase 2,nct00436956,23419134
intervention50,phase 2,nct00436956,22932804
intervention50,phase 2,nct01254864,31986451
intervention50,phase 2,nct01376401,25911554
intervention50,phase 2,nct01637402,28655452
intervention50,phase 2,nct01424982,30501869
intervention50,phase 2,nct01424982,26432046
intervention50,phase 2,nct00792948,29618479
intervention50,phase 2,nct00390793,20466853
intervention50,phase 2,nct00092222,25331113
intervention50,phase 2,nct00092222,24174627
intervention50,phase 2,nct00211185,23278639
intervention50,phase 2,nct01683552,22995650
intervention50,phase 2,nct01920737,33054114
intervention50,phase 2,nct03440515,32589310
intervention50,phase 2,nct00642018,24722180
intervention50,phase 2,nct02034552,33744812
intervention50,phase 2,nct01569204,29133014
intervention50,phase 2,nct01040871,26232170
intervention50,phase 2,nct00284271,20551376
intervention50,phase 2,nct00133991,22835045
intervention50,phase 2,nct02268175,30811282
intervention50,phase 2,nct00485303,21802835
intervention50,phase 2,nct02867020,31122212
intervention50,phase 2,nct01393730,32134978
intervention50,phase 2,nct00946270,25047979
intervention50,phase 2,nct00946270,23890523
intervention50,phase 2,nct01940276,28126272
intervention50,phase 2,nct01718353,30301829
intervention50,phase 2,nct01718353,28632486
intervention50,phase 2,nct02985957,32916128
intervention50,phase 2,nct01856192,29531316
intervention50,phase 2,nct00911859,24833354
intervention50,phase 2,nct01237249,28420429
intervention50,phase 2,nct01237249,27118453
intervention50,phase 2,nct01237249,26755711
intervention50,phase 2,nct00973752,27171984
intervention50,phase 2,nct01576172,29261439
intervention50,phase 2,nct00683475,26082390
intervention50,phase 2,nct02903368,33683939
intervention50,phase 1/phase 2,nct01717898,28314838
intervention50,phase 1/phase 2,nct00406978,20053869
intervention50,phase 1/phase 2,nct01622439,29903707
intervention50,phase 1/phase 2,nct00459186,25450031
intervention50,phase 1/phase 2,nct01371630,29352703
intervention50,phase 1/phase 2,nct01371630,28859185
intervention50,phase 1/phase 2,nct01848067,28178640
intervention50,phase 1/phase 2,nct01335685,29954932
intervention50,phase 1/phase 2,nct01279694,25784682
intervention50,phase 1/phase 2,nct01992653,31101489
intervention50,phase 1/phase 2,nct01992653,32770353
intervention50,phase 1/phase 2,nct01992653,32222808
intervention50,phase 1/phase 2,nct00147875,21917759
intervention50,phase 1/phase 2,nct01193842,32430507
intervention50,phase 1/phase 2,nct02987244,30209556
intervention50,phase 1/phase 2,nct02055820,33538797
intervention50,phase 1/phase 2,nct02055820,30850381
intervention50,phase 1,nct00825149,28011903
intervention50,phase 1,nct00825149,23843495
intervention50,phase 1,nct00825149,31050355
intervention50,phase 1,nct00825149,26659915
intervention50,phase 1,nct03816332,32503950
intervention50,phase 1,nct01695005,32915419
intervention50,phase 1,nct01695005,30060061
intervention50,phase 1,nct01695005,30218977
intervention50,phase 1,nct00916123,32600929
intervention50,phase 1,nct01998971,28637662
intervention50,phase 1,nct01998971,31113777
intervention50,phase 1,nct01998971,33112184
intervention50,phase 1,nct01998971,32078124
intervention50,phase 1,nct02924766,33754187
intervention50,phase 1,nct04339062,33477979
intervention50,phase 1,nct01186328,24276047
intervention50,phase 2/phase 3,nct00720109,29812996
intervention51,phase 1/phase 2,nct00439270,21976132
intervention51,phase 1/phase 2,nct01306942,30607629
intervention51,phase 1/phase 2,nct00850382,29720733
intervention51,phase 1/phase 2,nct00826449,25170013
intervention51,phase 2,nct01254864,31986451
intervention51,phase 2,nct02689440,31553487
intervention51,phase 2,nct02689440,29723397
intervention51,phase 2,nct00777036,29498925
intervention51,phase 2,nct00792948,29618479
intervention51,phase 2,nct00390793,20466853
intervention51,phase 2,nct01467986,33390782
intervention51,phase 2,nct02523976,34120773
intervention51,phase 2,nct02523976,33858040
intervention51,phase 2,nct00852566,25761894
intervention51,phase 2,nct00852566,23328954
intervention51,phase 2,nct00852566,25082346
intervention51,phase 2,nct01238211,32092139
intervention51,phase 2,nct01238211,31171508
intervention51,phase 2,nct00070499,22915637
intervention51,phase 2,nct00070499,29618479
intervention51,phase 2,nct01004497,26951627
intervention51,phase 2,nct00101660,19779040
intervention51,phase 2,nct00391989,21931113
intervention51,phase 2,nct00391989,21623761
intervention51,phase 2,nct00103844,19779040
intervention51,phase 2,nct00918385,25635138
intervention51,phase 2,nct01593254,32265500
intervention51,phase 2,nct00423735,25758746
intervention51,phase 2,nct00036738,32499241
intervention51,phase 2,nct00036738,21508120
intervention51,phase 2,nct00254423,30885996
intervention51,phase 2,nct00254423,28835440
intervention51,phase 2,nct00254423,23620574
intervention51,phase 2,nct02465060,26586415
intervention51,phase 2,nct02465060,32368385
intervention51,phase 2,nct02465060,33048619
intervention51,phase 2,nct02465060,32463741
intervention51,phase 2,nct02465060,29366510
intervention51,phase 2,nct01488318,28559019
intervention51,phase 2,nct01488318,24727329
intervention51,phase 1,nct04164069,33142018
intervention51,phase 1,nct00306202,23715577
intervention51,phase 1,nct00495872,23676418
intervention51,phase 2/phase 3,nct00720109,29812996
intervention51,phase 3,nct00744497,24211163
intervention51,phase 3,nct00744497,24722180
intervention51,phase 3,nct02883049,32496902
intervention51,phase 3,nct02883049,30545921
intervention51,phase 3,nct01460693,23380743
intervention51,phase 3,nct01460693,22645182
intervention51,phase 3,nct00481247,26118315
intervention51,phase 3,nct00481247,24311723
intervention51,phase 3,nct00481247,22160483
intervention51,phase 3,nct00481247,20525995
intervention51,phase 3,nct00481247,30120281
intervention51,phase 3,nct00481247,24289108
intervention51,phase 3,nct00481247,24357015
intervention51,phase 3,nct02013648,29720733
intervention33,phase 3,nct02564263,33026938
intervention33,phase 3,nct00041119,30409792
intervention33,phase 3,nct00041119,24934787
intervention33,phase 3,nct00004054,30887820
intervention33,phase 3,nct00016406,19851858
intervention33,phase 3,nct00657878,29462248
intervention33,phase 3,nct00070278,26882907
intervention33,phase 3,nct00070278,24360787
intervention33,phase 3,nct00070278,26715442
intervention33,phase 3,nct00667251,28750133
intervention33,phase 3,nct00667251,25779558
intervention33,phase 3,nct03474107,33577729
intervention33,phase 3,nct00976911,28481967
intervention33,phase 3,nct00976911,28595285
intervention33,phase 3,nct00976911,27871723
intervention33,phase 3,nct00976911,24637997
intervention33,phase 3,nct00976911,24687829
intervention33,phase 3,nct00003313,23477890
intervention33,phase 3,nct00629278,18952561
intervention33,phase 3,nct00629278,31747948
intervention33,phase 3,nct00629278,30219886
intervention33,phase 3,nct00655876,28687830
intervention33,phase 3,nct00054392,20035187
intervention33,phase 3,nct00054392,20347506
intervention33,phase 3,nct00054392,19833819
intervention33,phase 3,nct00014222,28379421
intervention33,phase 3,nct00129922,29573665
intervention33,phase 3,nct00129922,29766456
intervention33,phase 3,nct00460317,25314641
intervention33,phase 3,nct00460317,24419239
intervention33,phase 3,nct00460317,25157768
intervention33,phase 3,nct00006459,27016084
intervention33,phase 3,nct00002717,30633128
intervention33,phase 3,nct00483782,21941283
intervention33,phase 3,nct00004125,18420499
intervention33,phase 3,nct00004125,26077235
intervention33,phase 3,nct02370498,33792646
intervention33,phase 3,nct02370498,29880231
intervention33,phase 3,nct02370498,34082019
intervention33,phase 3,nct00311636,26720025
intervention33,phase 3,nct00311636,21771987
intervention33,phase 3,nct00486668,24095300
intervention33,phase 3,nct00003117,32951293
intervention33,phase 3,nct00003644,21529904
intervention33,phase 3,nct00567554,22276820
intervention33,phase 3,nct00567554,22257523
intervention33,phase 3,nct00567554,29791287
intervention33,phase 3,nct00567554,29543566
intervention33,phase 3,nct00567554,25223482
intervention33,phase 3,nct00567554,31443252
intervention33,phase 3,nct00104676,25456363
intervention33,phase 3,nct00272987,23697602
intervention33,phase 3,nct02375204,30563754
intervention33,phase 3,nct01120184,31146717
intervention33,phase 3,nct01120184,23837759
intervention33,phase 3,nct01120184,22437872
intervention33,phase 3,nct01120184,22003071
intervention33,phase 3,nct00002568,30633128
intervention33,phase 3,nct03850444,33231285
intervention33,phase 3,nct00039546,28479233
intervention33,phase 3,nct00079287,19013107
intervention33,phase 3,nct02256436,28212060
intervention33,phase 3,nct02256436,31395089
intervention33,phase 3,nct02256436,31050707
intervention33,phase 3,nct02256436,29590008
intervention33,phase 3,nct02256436,29562804
intervention33,phase 3,nct02256436,31729625
intervention33,phase 3,nct02256436,26454620
intervention33,phase 3,nct00433420,26306520
intervention33,phase 3,nct00433420,25740286
intervention33,phase 3,nct02220894,31610828
intervention33,phase 3,nct02220894,33231285
intervention33,phase 3,nct02220894,30955977
intervention33,phase 3,nct02220894,31446994
intervention33,phase 3,nct00003088,30975921
intervention33,phase 3,nct00660842,24582486
intervention33,phase 2,nct00687687,22634397
intervention33,phase 2,nct00011999,19720915
intervention33,phase 2,nct00003612,29530935
intervention33,phase 2,nct00936702,26578722
intervention33,phase 2,nct01063517,31206368
intervention33,phase 2,nct01063517,26282658
intervention33,phase 2,nct01204125,26536871
intervention33,phase 2,nct00231582,24894084
intervention33,phase 2,nct00020449,17846226
intervention33,phase 2,nct00429299,34153715
intervention33,phase 2,nct00429299,26245675
intervention33,phase 2,nct00429299,24590635
intervention33,phase 2,nct00930930,28376728
intervention33,phase 2,nct02258659,30481287
intervention33,phase 2,nct01366131,29438092
intervention33,phase 2,nct02152137,27240885
intervention33,phase 2,nct00055601,23823157
intervention33,phase 2,nct00055601,25366678
intervention33,phase 2,nct01644825,25882986
intervention33,phase 2,nct00329641,23226204
intervention33,phase 2,nct02048020,28434660
intervention33,phase 2,nct02474186,26095785
intervention33,phase 2,nct00800202,25614446
intervention33,phase 2,nct01560104,27803064
intervention33,phase 2,nct01357161,32611648
intervention33,phase 2,nct02789657,34086171
intervention33,phase 2,nct01457846,29177434
intervention33,phase 2,nct02370238,28539464
intervention33,phase 2,nct01081951,25481791
intervention33,phase 2,nct01081951,28223274
intervention33,phase 2,nct00081302,25042878
intervention33,phase 1/phase 2,nct00951665,26979312
intervention33,phase 1/phase 2,nct00003930,25366678
intervention33,phase 1,nct00756847,28275119
intervention33,phase 1,nct00891072,31388792
intervention33,phase 1,nct00848718,24387695
intervention33,phase 1,nct01351350,28601972
intervention33,phase 1,nct00032032,28089762
intervention33,phase 1,nct01938846,32486385
intervention33,phase 1,nct00388076,24800949
intervention33,phase 1,nct01279291,26507836
intervention33,phase 1,nct02060253,28764748
intervention33,phase 2/phase 3,nct00021060,17167137
intervention48,phase 3,nct02564263,33026938
intervention48,phase 3,nct00703326,28520849
intervention48,phase 3,nct00703326,28950290
intervention48,phase 3,nct00703326,25185099
intervention48,phase 3,nct00003519,29138761
intervention48,phase 3,nct00003519,18678838
intervention48,phase 3,nct00288002,24273046
intervention48,phase 3,nct00288002,22508812
intervention48,phase 3,nct00288002,20308671
intervention48,phase 3,nct00288002,20308670
intervention48,phase 3,nct02252042,33239737
intervention48,phase 3,nct02252042,33371020
intervention48,phase 3,nct02252042,30509740
intervention48,phase 3,nct02252042,30944020
intervention48,phase 3,nct02252042,25979390
intervention48,phase 3,nct00054587,22049088
intervention48,phase 3,nct00054587,26101239
intervention48,phase 3,nct00088907,23460714
intervention48,phase 3,nct00055731,26028518
intervention48,phase 3,nct00055731,22119204
intervention48,phase 3,nct00017095,24618153
intervention48,phase 3,nct00017095,21570352
intervention48,phase 3,nct00017095,18024211
intervention48,phase 3,nct00017095,21422418
intervention48,phase 3,nct01099436,31455425
intervention48,phase 3,nct01099436,26738606
intervention48,phase 3,nct00095875,23414589
intervention48,phase 3,nct00667251,28750133
intervention48,phase 3,nct00667251,25779558
intervention48,phase 3,nct03474107,33577729
intervention48,phase 3,nct00309985,29261442
intervention48,phase 3,nct00309985,28159490
intervention48,phase 3,nct00309985,26244877
intervention48,phase 3,nct00309985,32313142
intervention48,phase 3,nct00309985,29522362
intervention48,phase 3,nct00309985,29384722
intervention48,phase 3,nct00191152,34037241
intervention48,phase 3,nct00629278,18952561
intervention48,phase 3,nct00629278,31747948
intervention48,phase 3,nct00629278,30219886
intervention48,phase 3,nct00540800,21324184
intervention48,phase 3,nct00391274,23182660
intervention48,phase 3,nct00391274,24342300
intervention48,phase 3,nct00345059,18632181
intervention48,phase 3,nct00114816,28253390
